Wall time,Step,Value
1715793621.7451143,0,0.8335939049720764
1715793658.8410442,3,0.906842052936554
1715793672.0889452,4,0.8989535570144653
1715793746.6386375,10,0.9216148257255554
1715793757.3581595,11,0.922715425491333
1715793796.605861,14,0.9258715510368347
1715793810.0947294,15,0.9195042848587036
1715793845.9807577,18,0.9289484024047852
1715793856.774843,19,0.9251536726951599
1715793868.1096754,20,0.9322463870048523
1715793892.0775156,22,0.9280628561973572
1715793905.2381635,23,0.9327315092086792
1715793942.2176883,26,0.9365544319152832
1715793955.058368,27,0.9357624650001526
1715794025.902044,33,0.9355750679969788
1715794061.1237679,36,0.941270649433136
1715794074.4534729,37,0.940201461315155
1715794087.831723,38,0.9426572918891907
1715794100.9697902,39,0.942366898059845
1715794111.8610094,40,0.9401521682739258
1715794190.747329,47,0.9427312612533569
1715794201.920977,48,0.9465065002441406
1715794215.1645138,49,0.946739912033081
1715794239.1475265,51,0.94307941198349
1715794250.3686152,52,0.9459964036941528
1715794272.358452,54,0.9470191597938538
1715794307.848928,57,0.9438905715942383
1715794340.7126017,60,0.9482337832450867
1715794351.9280837,61,0.9458268284797668
1715794362.4520853,62,0.9441086649894714
1715794373.780273,63,0.9456777572631836
1715794395.519243,65,0.948016881942749
1715794406.3530264,66,0.9485348463058472
1715794417.3900998,67,0.9474884867668152
1715794428.0410042,68,0.9456264972686768
1715794449.7092705,70,0.9491153359413147
1715794460.467915,71,0.9498347640037537
1715794528.8112082,77,0.9497499465942383
1715794550.3453922,79,0.9503456354141235
1715794561.50265,80,0.948706328868866
1715794583.6685822,82,0.948714017868042
1715794594.7647557,83,0.9500698447227478
1715794616.5664384,85,0.9501274824142456
1715794660.622743,89,0.9482694864273071
1715794671.1552467,90,0.9494744539260864
1715794726.1017575,95,0.9499859809875488
1715794771.5914624,99,0.9496062994003296
1715794782.3412292,100,0.9492146968841553
1715794815.025661,103,0.9498060941696167
1715794849.802056,106,0.9498340487480164
1715794860.8647952,107,0.9497248530387878
1715794882.6303797,109,0.9494905471801758
1715794936.9266095,114,0.9481844902038574
1715794959.4167764,116,0.9493542909622192
1715795013.6028368,121,0.9490483999252319
1715795057.5150175,125,0.9495069980621338
1715795068.3480153,126,0.9493374824523926
1715795090.1590824,128,0.9496496915817261
1715795112.1960816,130,0.9503462314605713
1715795123.2789786,131,0.9497994184494019
1715795134.200539,132,0.9498143196105957
1715795178.2181923,136,0.9509073495864868
1715795188.9881024,137,0.9508355855941772
1715795254.4058611,143,0.950945258140564
1715795265.345758,144,0.9501453042030334
1715795287.5905457,146,0.9508200287818909
1715795298.509769,147,0.9505829215049744
1715795331.2698696,150,0.948462724685669
1715795406.930533,157,0.9508767127990723
1715795429.2506711,159,0.95051109790802
1715795439.6352596,160,0.9501011371612549
1715795461.4239705,162,0.9478693604469299
1715795483.3205426,164,0.9501550793647766
1715795505.0841615,166,0.9502438306808472
1715795548.7488616,170,0.9459813237190247
1715795559.7023985,171,0.9459424018859863
1715795570.7038615,172,0.9483380913734436
1715795602.7490377,175,0.9499915838241577
1715795613.520581,176,0.9488788843154907
1715795624.6029117,177,0.9477877616882324
1715795635.8812876,178,0.9457253813743591
1715795657.5297475,180,0.9499651193618774
1715795669.0141249,181,0.9488804936408997
1715795701.889058,184,0.9481146335601807
1715795712.8343074,185,0.9478760957717896
1715795723.422967,186,0.9497082829475403
1715795756.240289,189,0.9521507620811462
1715795767.1553547,190,0.9494583606719971
1715795778.4024353,191,0.9493947625160217
1715795789.3689842,192,0.9492039680480957
1715795822.5333724,195,0.9514909386634827
1715795866.458524,199,0.9510911703109741
1715795877.3738797,200,0.9521795511245728
1715795899.4843793,202,0.9501268863677979
1715795910.3298109,203,0.9519818425178528
1715795920.9096386,204,0.9520987272262573
1715795931.9963012,205,0.9498426914215088
1715795953.976068,207,0.94624263048172
1715795976.1461504,209,0.950383186340332
1715795998.2099302,211,0.9500207304954529
1715796020.3121917,213,0.9499244093894958
1715796042.283475,215,0.9510589241981506
1715796052.9542139,216,0.9514757990837097
1715796074.7849503,218,0.9490796327590942
1715796086.089746,219,0.9488468766212463
1715796097.0603118,220,0.9511168599128723
1715796108.0303917,221,0.9515094757080078
1715796118.6994798,222,0.9492919445037842
1715796140.4376097,224,0.9516692757606506
1715796151.393607,225,0.9511032104492188
1715796194.7436237,229,0.9507708549499512
1715796261.3327215,235,0.951809287071228
