Wall time,Step,Value
1717156986.5803254,0,0.2615887522697449
1717157003.5239806,2,0.2963537275791168
1717157013.6521497,3,0.26534661650657654
1717157019.3940763,4,0.17673368752002716
1717157056.9736016,9,0.3300226032733917
1717157063.0672028,10,0.5130302309989929
1717157070.9010975,11,0.5820776224136353
1717157093.0443459,14,0.70646733045578
1717157100.9209552,15,0.7077906727790833
1717157109.1445074,16,0.7016505599021912
1717157120.3881845,18,0.6847341060638428
1717157126.055108,19,0.6929486393928528
1717157132.1940482,20,0.7344043254852295
1717157147.9710476,22,0.7445454597473145
1717157153.8432176,23,0.7445470094680786
1717157171.0732248,26,0.7268524765968323
1717157176.6139348,27,0.7400633692741394
1717157182.4209301,28,0.7491106986999512
1717157188.1995077,29,0.7350543737411499
1717157193.9698071,30,0.7276813387870789
1717157211.0839257,33,0.7516456246376038
1717157216.3497102,34,0.7404829859733582
1717157227.9596593,36,0.7200843095779419
1717157233.543117,37,0.6874528527259827
1717157239.337997,38,0.7161030173301697
1717157244.8409295,39,0.7355475425720215
1717157250.0721936,40,0.7482829093933105
1717157290.0286677,47,0.7356303334236145
1717157295.938504,48,0.7459287047386169
1717157301.328403,49,0.7524421811103821
1717157306.6199927,50,0.7414870858192444
1717157312.3133125,51,0.7458821535110474
1717157318.0384166,52,0.7402941584587097
1717157324.0545526,53,0.7487470507621765
1717157329.4045641,54,0.7412919402122498
1717157334.8459685,55,0.7594735622406006
1717157348.565329,57,0.7735295295715332
1717157366.783533,60,0.7695587277412415
1717157372.206602,61,0.7544912099838257
1717157377.985312,62,0.7538393139839172
1717157383.445942,63,0.7406572103500366
1717157394.5733206,65,0.7303007245063782
1717157400.0581734,66,0.7687444090843201
1717157405.9520104,67,0.7527341842651367
1717157411.9404938,68,0.7597734332084656
1717157423.2195973,70,0.7375742793083191
1717157428.690543,71,0.747698187828064
1717157440.4042947,73,0.7304218411445618
1717157451.2304819,75,0.7502562403678894
1717157463.0027323,77,0.7679507732391357
1717157468.5742385,78,0.7732681035995483
1717157474.4691148,79,0.7615096569061279
1717157480.1159422,80,0.7388125658035278
1717157491.7679782,82,0.7516547441482544
1717157497.8046317,83,0.7580040097236633
1717157509.2739482,85,0.7591784596443176
1717157515.0905523,86,0.7516279220581055
1717157521.0237713,87,0.7507027983665466
1717157532.7649586,89,0.7317083477973938
1717157538.7364676,90,0.7532517313957214
1717157567.1734555,95,0.7581791877746582
1717157590.273201,99,0.7553133964538574
1717157595.9252887,100,0.7592309713363647
1717157612.6429858,103,0.7771294713020325
1717157618.4029672,104,0.7711917757987976
1717157629.7306626,106,0.7454551458358765
1717157635.5992444,107,0.7401462197303772
1717157641.436806,108,0.747459352016449
1717157647.2402003,109,0.7680573463439941
1717157653.1545582,110,0.7667049169540405
1717157658.8051143,111,0.7608407139778137
1717157664.81771,112,0.743858814239502
1717157676.1828802,114,0.7838454842567444
1717157681.869968,115,0.7771201133728027
1717157687.5698762,116,0.7664653062820435
1717157710.327261,120,0.7631042003631592
1717157715.792542,121,0.7470267415046692
1717157738.6236155,125,0.7772347331047058
1717157744.219144,126,0.770687460899353
1717157755.4926,128,0.7586897015571594
1717157761.2711997,129,0.7493078112602234
1717157766.9006283,130,0.7520198225975037
1717157772.7952118,131,0.7557136416435242
1717157778.8742518,132,0.7734004259109497
1717157790.2933805,134,0.7725582122802734
1717157802.040882,136,0.7740955352783203
1717157807.7980494,137,0.7724044322967529
1717157813.4594715,138,0.7589309215545654
1717157818.9397886,139,0.7642081379890442
1717157841.6830263,143,0.7703324556350708
1717157847.5971706,144,0.7816785573959351
1717157853.4054024,145,0.7815313339233398
1717157859.1596842,146,0.7807359099388123
1717157864.8745198,147,0.7783035039901733
1717157882.5893178,150,0.7752144932746887
1717157905.1573653,154,0.7724364995956421
1717157917.0962894,156,0.7727939486503601
1717157922.8974502,157,0.7719600200653076
1717157934.5704267,159,0.781750500202179
1717157940.4451885,160,0.7790883779525757
1717157951.8932304,162,0.7777524590492249
1717157957.6383734,163,0.7765342593193054
1717157963.593862,164,0.7792256474494934
1717157975.4226058,166,0.7737022042274475
1717157987.0475323,168,0.7785221934318542
1717157998.4881537,170,0.764997661113739
1717158004.1345623,171,0.7757001519203186
1717158009.955129,172,0.7747064232826233
1717158021.667683,174,0.7591084837913513
1717158027.0770276,175,0.7775405645370483
1717158032.6739478,176,0.7844827175140381
1717158038.3319385,177,0.767122209072113
1717158044.3446884,178,0.7687005996704102
1717158055.7821686,180,0.770442008972168
1717158061.686075,181,0.7704545259475708
1717158067.1167092,182,0.7606099843978882
1717158073.1677294,183,0.7690310478210449
1717158078.8180025,184,0.7823127508163452
1717158084.76301,185,0.7705820202827454
1717158090.5138583,186,0.7790094017982483
1717158108.0090797,189,0.7523437142372131
1717158113.9859366,190,0.7635524868965149
1717158119.860788,191,0.7754008769989014
1717158125.3054795,192,0.7757682800292969
1717158142.6447392,195,0.7716974020004272
1717158160.498688,198,0.7795922160148621
1717158166.099922,199,0.7690299153327942
1717158171.9121962,200,0.7747704982757568
1717158183.6975687,202,0.7737593650817871
